,draft_year,player_id,player_name,position,pos_abbr,school_x,school_name,school_abbr,link,pick,overall,round,traded,trade_note,team,team_abbr,team_logo_espn,guid,weight,height,pos_rk,ovr_rk,grade,player_image,Year,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle,Unnamed: 0,alt_player_id,school_y,Total Receptions,Mean Receptions,Highest Receptions,Lowest Receptions,Total Receiving Yards,Mean Receiving Yards,Highest Receiving Yards,Lowest Receiving Yards,Total Receiving Touchdowns,Mean Receiving Touchdowns,Highest Receiving Touchdowns,Lowest Receiving Touchdowns,Total Yards Per Reception,Mean Yards Per Reception,Highest Yards Per Reception,Lowest Yards Per Reception,Total Long Reception,Mean Long Reception,Highest Long Reception,Lowest Long Reception
0,2016,50130,Michael Thomas,Wide Receiver,WR,Southern Mississippi,Golden Eagles,USM,http://insider.espn.com/nfl/draft/player/_/id/50130,31.0,206.0,6.0,True,From CAR through CHI,Los Angeles Rams,LAR,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/lar.png,e6e86befe21f32fe53057d6fe0389b99,193.0,73.0,49.0,324.0,33.0,,2016.0,Ohio State,WR,74.75,212.0,10.5,32.13,,4.57,18.0,35.0,126.0,4.13,6.8,11.7,724,3123986,Southern Mississippi,112.0,56.0,71.0,41.0,1983.0,991.5,1391.0,592.0,38.0,9.5,14.0,5.0,34.0,17.0,19.6,14.4,113.0,56.5,69.0,44.0
1,2016,50142,Hunter Sharp,Wide Receiver,WR,Utah State,Aggies,USU,http://insider.espn.com/nfl/draft/player/_/id/50142,,,,,,,,,57a1850290ca374b687265475f4baa7e,198.0,71.5,29.0,206.0,51.0,,2016.0,Utah State,WR,71.5,198.0,9.38,31.63,,4.58,12.0,32.5,116.0,4.19,7.12,11.4,770,3125354,Utah State,137.0,68.5,71.0,66.0,1774.0,887.0,939.0,835.0,32.0,8.0,9.0,7.0,26.0,13.0,14.2,11.8,130.0,65.0,81.0,49.0
2,2016,50446,Roger Lewis,Wide Receiver,WR,Bowling Green,Falcons,BGSU,http://insider.espn.com/nfl/draft/player/_/id/50446,,,,,,,,,af9aa5a165c5e28a4bee1b9fdcb59004,201.0,72.375,36.0,239.0,46.0,,2016.0,Bowling Green (OH),WR,72.38,201.0,9.75,32.0,,4.57,8.0,33.5,116.0,4.49,7.69,,844,3125745,Bowling Green,158.0,79.0,85.0,73.0,2637.0,1318.5,1544.0,1093.0,46.0,11.5,16.0,7.0,33.2,16.6,18.2,15.0,176.0,88.0,94.0,82.0
3,2017,51813,Curtis Samuel,Wide Receiver,WR,Ohio State,Buckeyes,OSU,http://insider.espn.com/nfl/draft/player/_/id/51813,8.0,40.0,2.0,False,,Carolina Panthers,CAR,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/car.png,9530e5bc72538404dcc6f086968f3f93,196.0,71.0,5.0,42.0,86.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/51813.png,2017.0,Ohio State,WR,71.0,196.0,9.5,31.25,22.0,4.31,18.0,37.0,119.0,4.33,7.09,,1782,3121427,Ohio State,107.0,35.666666666666664,74.0,11.0,1249.0,416.3333333333333,865.0,95.0,18.0,3.0,7.0,0.0,33.4,11.133333333333333,13.1,8.6,149.0,49.66666666666666,79.0,30.0
4,2017,51581,JuJu Smith-Schuster,Wide Receiver,WR,USC,Trojans,USC,http://insider.espn.com/nfl/draft/player/_/id/51581,30.0,62.0,2.0,False,,Pittsburgh Steelers,PIT,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/pit.png,c388f414394fc68aba24be496c43eb28,215.0,73.0,6.0,51.0,83.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/51581.png,2017.0,Southern California,WR,73.25,215.0,10.5,32.88,,4.54,15.0,32.5,120.0,5.01,7.04,,2336,3120348,USC,213.0,71.0,89.0,54.0,3092.0,1030.6666666666667,1454.0,724.0,50.0,8.333333333333334,10.0,5.0,42.8,14.266666666666667,16.3,13.1,195.0,65.0,75.0,53.0
5,2017,51796,Chris Godwin,Wide Receiver,WR,Penn State,Nittany Lions,PSU,http://insider.espn.com/nfl/draft/player/_/id/51796,20.0,84.0,3.0,False,,Tampa Bay Buccaneers,TB,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/tb.png,20e1bec6fb6a9ab192e0c13eff7a7d42,209.0,73.0,11.0,106.0,72.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/51796.png,2017.0,Penn State,WR,73.0,209.0,9.13,31.625,,4.42,19.0,36.0,125.0,4.0,7.01,,2474,3116165,Penn State,154.0,51.333333333333336,69.0,26.0,2421.0,807.0,1101.0,338.0,36.0,6.0,11.0,2.0,45.6,15.2,16.6,13.0,200.0,66.66666666666667,72.0,56.0
6,2017,51802,Isaiah McKenzie,Wide Receiver,WR,Georgia,Bulldogs,UGA,http://insider.espn.com/nfl/draft/player/_/id/51802,29.0,172.0,5.0,True,From GB,Denver Broncos,DEN,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/den.png,8c65f999fc9f9613a6db05c1de1bf02d,173.0,68.0,20.0,152.0,60.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/51802.png,2017.0,Georgia,WR,67.25,173.0,8.88,28.875,,4.42,11.0,36.0,123.0,4.15,6.64,,3167,3128724,Georgia,60.0,20.0,44.0,6.0,823.0,274.3333333333333,633.0,67.0,14.0,2.333333333333333,7.0,0.0,37.9,12.633333333333333,14.4,11.2,143.0,47.66666666666666,77.0,30.0
7,2017,51709,Isaiah Ford,Wide Receiver,WR,Virginia Tech,Hokies,VT,http://insider.espn.com/nfl/draft/player/_/id/51709,19.0,237.0,7.0,True,From TB,Miami Dolphins,MIA,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/mia.png,9aff9258bc11da4fa4bea5dd9042b078,194.0,73.0,35.0,218.0,47.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/51709.png,2017.0,Virginia Tech,WR,73.25,194.0,9.25,32.63,,4.61,14.0,35.5,127.0,4.34,6.94,,3404,3124069,Virginia Tech,210.0,70.0,79.0,56.0,2967.0,989.0,1164.0,709.0,48.0,8.0,11.0,6.0,42.0,14.0,15.5,12.7,161.0,53.66666666666666,75.0,33.0
8,2017,51798,Noah Brown,Wide Receiver,WR,Ohio State,Buckeyes,OSU,http://insider.espn.com/nfl/draft/player/_/id/51798,21.0,239.0,7.0,True,From DET through NE,Dallas Cowboys,DAL,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/dal.png,03b90b76cd10345020c938815331d6bb,222.0,74.0,36.0,226.0,46.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/51798.png,2017.0,Ohio State,WR,74.0,222.0,9.13,31.75,,4.6,19.0,,,4.33,7.07,,3538,3121409,Ohio State,33.0,16.5,32.0,1.0,411.0,205.5,402.0,9.0,14.0,4.666666666666667,7.0,0.0,21.6,10.8,12.6,9.0,46.0,23.0,37.0,9.0
9,2017,51673,KD Cannon,Wide Receiver,WR,Baylor,Bears,BAY,http://insider.espn.com/nfl/draft/player/_/id/51673,,,,,,,,,94b5b8ee0f7e51a0f0513a5d776ce67a,182.0,71.0,16.0,124.0,68.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/51673.png,2017.0,Baylor,WR,71.13,182.0,8.88,30.75,,4.41,13.0,37.0,119.0,4.2,7.21,,3722,3128348,Baylor,195.0,65.0,87.0,50.0,3113.0,1037.6666666666667,1215.0,868.0,54.0,9.0,13.0,6.0,49.2,16.400000000000002,17.8,14.0,228.0,76.0,89.0,68.0
10,2017,51805,Jamari Staples,Wide Receiver,WR,Louisville,Cardinals,LOU,http://insider.espn.com/nfl/draft/player/_/id/51805,,,,,,,,,817d4a6e213272eaf3f9c84546448e0f,195.0,74.875,42.0,251.0,42.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/51805.png,2017.0,Louisville,WR,75.0,195.0,9.5,33.5,,4.51,,36.0,130.0,4.14,,,3855,3895428,Louisville,0.0,,,,0.0,,,,3.0,3.0,3.0,3.0,0.0,,,,0.0,,,
11,2017,51672,Travis Rudolph,Wide Receiver,WR,Florida State,Seminoles,FSU,http://insider.espn.com/nfl/draft/player/_/id/51672,,,,,,,,,d62aab786c40c57bca438a5a45ee0f29,189.0,71.75,44.0,253.0,41.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/51672.png,2017.0,Florida State,WR,72.25,189.0,9.25,31.88,,4.65,12.0,31.5,114.0,4.46,6.93,,3864,3122935,Florida State,153.0,51.0,59.0,38.0,2311.0,770.3333333333334,916.0,555.0,36.0,6.0,7.0,4.0,45.1,15.033333333333331,15.5,14.6,201.0,67.0,75.0,58.0
12,2017,101498,Artavis Scott,Wide Receiver,WR,Clemson,Tigers,CLEM,http://insider.espn.com/nfl/draft/player/_/id/101498,,,,,,,,,6fe0272ad541d1d4383962bdb20c416b,193.0,70.125,46.0,261.0,40.0,,2017.0,Clemson,WR,70.25,193.0,9.38,31.0,,4.61,13.0,31.0,116.0,4.49,7.19,,3924,3122839,Clemson,245.0,81.66666666666667,93.0,76.0,2480.0,826.6666666666666,965.0,614.0,38.0,6.333333333333333,8.0,5.0,30.5,10.166666666666666,12.7,8.1,149.0,49.66666666666666,70.0,28.0
13,2018,101759,D.J. Moore,Wide Receiver,WR,Maryland,Terrapins,MD,http://insider.espn.com/nfl/draft/player/_/id/101759,24.0,24.0,1.0,False,,Carolina Panthers,CAR,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/car.png,f90765adda8a9a888beb568c2812636d,210.0,72.0,2.0,22.0,89.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/101759.png,2018.0,Maryland,WR,72.0,210.0,9.63,31.63,,4.42,15.0,39.5,132.0,4.07,6.95,11.18,5105,3915416,Maryland,146.0,48.66666666666666,80.0,25.0,2027.0,675.6666666666666,1033.0,357.0,34.0,5.666666666666667,8.0,3.0,42.7,14.233333333333334,15.5,12.9,196.0,65.33333333333333,92.0,52.0
14,2018,101515,Calvin Ridley,Wide Receiver,WR,Alabama,Crimson Tide,ALA,http://insider.espn.com/nfl/draft/player/_/id/101515,26.0,26.0,1.0,False,,Atlanta Falcons,ATL,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/atl.png,4bfb240134997fb72eeaa237345fed6a,189.0,73.0,1.0,20.0,90.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/101515.png,2018.0,Alabama,WR,72.5,189.0,9.13,31.625,,4.43,15.0,31.0,110.0,4.41,6.88,,5322,3925357,Alabama,224.0,74.66666666666667,89.0,63.0,2781.0,927.0,1045.0,769.0,38.0,6.333333333333333,7.0,5.0,37.7,12.566666666666668,15.3,10.7,211.0,70.33333333333333,81.0,52.0
15,2018,101521,Courtland Sutton,Wide Receiver,WR,SMU,Mustangs,SMU,http://insider.espn.com/nfl/draft/player/_/id/101521,8.0,40.0,2.0,False,,Denver Broncos,DEN,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/den.png,32a202cddda5e1c71c11569436ff5230,218.0,75.0,4.0,44.0,84.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/101521.png,2018.0,Southern Methodist (TX),WR,75.38,218.0,9.75,32.375,,4.54,18.0,35.5,124.0,4.11,6.57,,5984,3128429,SMU,195.0,48.75,76.0,2.0,3220.0,805.0,1246.0,27.0,62.0,8.857142857142858,12.0,0.0,63.5,15.875,17.6,13.5,221.0,55.25,88.0,20.0
16,2018,101565,Dante Pettis,Wide Receiver,WR,Washington,Huskies,WASH,http://insider.espn.com/nfl/draft/player/_/id/101565,12.0,44.0,2.0,True,From WAS,San Francisco 49ers,SF,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/sf.png,ddadc6532b91ded437ee59e53cbf8a04,186.0,73.0,8.0,71.0,77.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/101565.png,2018.0,Washington,WR,72.5,186.0,9.5,32.25,,,,,,,,,6296,3127306,Washington,163.0,40.75,63.0,17.0,2256.0,564.0,822.0,259.0,48.0,6.0,15.0,1.0,56.6,14.15,15.5,12.1,215.0,53.75,73.0,33.0
17,2018,101517,Christian Kirk,Wide Receiver,WR,Texas A&M,Aggies,TA&M,http://insider.espn.com/nfl/draft/player/_/id/101517,15.0,47.0,2.0,False,,Arizona Cardinals,ARI,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/ari.png,0c22d637c0d76bac7333dc3a992bdc0d,201.0,70.0,3.0,42.0,85.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/101517.png,2018.0,Texas A&M,WR,70.38,201.0,9.88,30.38,,4.47,20.0,35.5,115.0,4.45,7.09,12.03,6518,3895856,Texas A&M,234.0,78.0,83.0,71.0,2856.0,952.0,1009.0,919.0,52.0,8.666666666666666,10.0,7.0,36.7,12.233333333333333,12.9,11.2,216.0,72.0,81.0,66.0
18,2018,101552,James Washington,Wide Receiver,WR,Oklahoma State,Cowboys,OKST,http://insider.espn.com/nfl/draft/player/_/id/101552,28.0,60.0,2.0,False,,Pittsburgh Steelers,PIT,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/pit.png,8d27564bba4f0bd52cfaaac3dd8c9360,213.0,71.0,7.0,50.0,83.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/101552.png,2018.0,Oklahoma State,WR,71.0,213.0,9.75,32.375,,4.54,14.0,34.5,120.0,4.32,7.11,,7016,3122449,Oklahoma State,226.0,56.5,74.0,28.0,4472.0,1118.0,1549.0,456.0,78.0,9.75,13.0,6.0,77.1,19.275,20.9,16.3,320.0,80.0,91.0,68.0
19,2018,101615,Michael Gallup,Wide Receiver,WR,Colorado State,Rams,CSU,http://insider.espn.com/nfl/draft/player/_/id/101615,17.0,81.0,3.0,False,,Dallas Cowboys,DAL,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/dal.png,10bb458f9a8d73df5cfb704300a5591b,205.0,73.0,14.0,110.0,69.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/101615.png,2018.0,Colorado State,WR,72.75,205.0,9.25,31.5,,4.51,10.0,36.0,122.0,4.37,6.95,11.84,7822,4036348,Colorado State,176.0,88.0,100.0,76.0,2685.0,1342.5,1413.0,1272.0,42.0,10.5,14.0,7.0,30.8,15.4,16.7,14.1,141.0,70.5,76.0,65.0
20,2018,101780,Keke Coutee,Wide Receiver,WR,Texas Tech,Red Raiders,TTU,http://insider.espn.com/nfl/draft/player/_/id/101780,3.0,103.0,4.0,False,,Houston Texans,HOU,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/hou.png,4aabf6cd57c161adf2119177421a1183,181.0,70.0,17.0,129.0,67.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/101780.png,2018.0,Texas Tech,WR,69.75,181.0,8.38,29.88,,4.43,14.0,34.5,113.0,4.15,6.93,,8334,3915823,Texas Tech,159.0,53.0,93.0,11.0,2424.0,808.0,1429.0,105.0,34.0,6.8,10.0,0.0,41.1,13.7,16.2,9.5,180.0,60.0,80.0,23.0
21,2018,101561,Antonio Callaway,Wide Receiver,WR,Florida,Gators,FLA,http://insider.espn.com/nfl/draft/player/_/id/101561,5.0,105.0,4.0,True,From NE thru CHI,Cleveland Browns,CLE,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/cle.png,484dc6fe7183435e5566d6b039a7ac8c,200.0,71.0,15.0,119.0,68.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/101561.png,2018.0,Florida,WR,70.63,200.0,9.5,31.5,,4.41,6.0,34.0,121.0,4.37,7.11,,8516,3915097,Florida,89.0,44.5,54.0,35.0,1399.0,699.5,721.0,678.0,14.0,3.5,4.0,3.0,32.8,16.4,19.4,13.4,144.0,72.0,78.0,66.0
22,2018,101636,Jaleel Scott,Wide Receiver,WR,New Mexico State,Aggies,NMSU,http://insider.espn.com/nfl/draft/player/_/id/101636,32.0,132.0,4.0,True,From PHI,Baltimore Ravens,BAL,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/bal.png,9b102d96635bb5e610f674e833e01e22,218.0,77.0,28.0,231.0,46.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/101636.png,2018.0,New Mexico State,WR,76.75,218.0,10.0,33.5,,4.56,16.0,34.5,124.0,4.4,7.2,,9698,4040792,New Mexico State,99.0,49.5,76.0,23.0,1362.0,681.0,1079.0,283.0,28.0,7.0,9.0,5.0,26.5,13.25,14.2,12.3,86.0,43.0,45.0,41.0
23,2018,101796,Daurice Fountain,Wide Receiver,WR,Northern Iowa,Panthers,UNI,http://insider.espn.com/nfl/draft/player/_/id/101796,22.0,159.0,5.0,True,"From OAK thru NE, CLE and KC",Indianapolis Colts,IND,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/ind.png,8e92e17b6037573449988c6c00c5b05a,209.0,74.0,11.0,104.0,70.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/101796.png,2018.0,Northern Iowa,WR,73.5,206.0,10.13,34.0,,4.55,13.0,41.0,131.0,4.33,7.13,,10324,3120659,Northern Iowa,0.0,,,,0.0,,,,23.0,5.75,12.0,1.0,0.0,,,,0.0,,,
24,2018,101839,Jordan Lasley,Wide Receiver,WR,UCLA,Bruins,UCLA,http://insider.espn.com/nfl/draft/player/_/id/101839,25.0,162.0,5.0,True,From TEN,Baltimore Ravens,BAL,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/bal.png,b6bead04f8cc84fb181f4d24df1d4696,203.0,73.0,16.0,125.0,67.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/101839.png,2018.0,UCLA,WR,73.0,203.0,9.63,32.75,,4.5,8.0,34.5,112.0,4.19,7.38,,10369,3134302,UCLA,113.0,37.66666666666666,69.0,3.0,1901.0,633.6666666666666,1264.0,17.0,28.0,5.6,9.0,0.0,39.1,13.033333333333331,18.3,5.7,141.0,47.0,75.0,7.0
25,2018,102341,Damion Ratley,Wide Receiver,WR,Texas A&M,Aggies,TA&M,http://insider.espn.com/nfl/draft/player/_/id/102341,1.0,175.0,6.0,False,,Cleveland Browns,CLE,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/cle.png,2ad963792e08e3a1efe93ea3d68fae56,193.0,74.0,47.0,,30.0,,2018.0,Texas A&M,WR,73.75,196.0,9.5,31.0,,4.43,11.0,36.5,121.0,4.27,7.03,,10838,3895857,Texas A&M,47.0,15.666666666666666,30.0,2.0,920.0,306.6666666666667,694.0,26.0,16.0,3.2,6.0,0.0,49.400000000000006,16.46666666666667,23.1,13.0,138.0,46.0,76.0,20.0
26,2018,101579,Deon Cain,Wide Receiver,WR,Clemson,Tigers,CLEM,http://insider.espn.com/nfl/draft/player/_/id/101579,11.0,185.0,6.0,True,From OAK,Indianapolis Colts,IND,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/ind.png,4a7a0e46a71bd1a559435d78cacc8d74,202.0,74.0,12.0,107.0,70.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/101579.png,2018.0,Clemson,WR,73.88,202.0,8.75,33.0,,4.43,11.0,33.5,115.0,4.37,6.71,11.78,11023,3728254,Clemson,130.0,43.333333333333336,58.0,34.0,2040.0,680.0,734.0,582.0,40.0,6.666666666666667,9.0,5.0,48.900000000000006,16.3,19.1,12.7,193.0,64.33333333333333,67.0,61.0
27,2018,101808,Equanimeous St. Brown,Wide Receiver,WR,Notre Dame,Fighting Irish,ND,http://insider.espn.com/nfl/draft/player/_/id/101808,33.0,207.0,6.0,False,Compensatory,Green Bay Packers,GB,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/gb.png,0d2d1a5b875e7033a85aca1d3a5347ee,214.0,77.0,19.0,139.0,64.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/101808.png,2018.0,Notre Dame,WR,76.75,214.0,9.75,33.0,,4.48,20.0,33.0,,,,,11471,3932442,Notre Dame,92.0,30.666666666666668,58.0,1.0,1484.0,494.6666666666667,961.0,8.0,26.0,5.2,9.0,0.0,40.2,13.4,16.6,8.0,162.0,54.0,79.0,8.0
28,2018,101833,Cedrick Wilson,Wide Receiver,WR,Boise State,Broncos,BSU,http://insider.espn.com/nfl/draft/player/_/id/101833,34.0,208.0,6.0,False,Compensatory,Dallas Cowboys,DAL,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/dal.png,6bd662c261bde8f72c4056d159b3fc4b,188.0,74.0,18.0,134.0,65.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/101833.png,2018.0,Boise State,WR,74.25,197.0,9.75,31.5,,4.55,9.0,37.0,121.0,4.23,6.89,,11513,4036335,Boise State,139.0,69.5,83.0,56.0,2640.0,1320.0,1511.0,1129.0,36.0,9.0,11.0,7.0,38.4,19.2,20.2,18.2,140.0,70.0,75.0,65.0
29,2018,101761,Braxton Berrios,Wide Receiver,WR,Miami,Hurricanes,MIAMI,http://insider.espn.com/nfl/draft/player/_/id/101761,36.0,210.0,6.0,True,"From OAK, Compensatory",New England Patriots,NE,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/ne.png,2778e28db38b583087289061256bf66c,184.0,69.0,26.0,220.0,49.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/101761.png,2018.0,Miami (FL),WR,68.63,184.0,9.25,28.0,,4.48,11.0,34.5,107.0,4.22,6.83,,11666,3123075,Miami,100.0,25.0,55.0,12.0,1175.0,293.75,679.0,86.0,28.0,4.0,9.0,0.0,45.3,11.325,14.8,7.2,140.0,35.0,55.0,14.0
30,2018,101734,Javon Wims,Wide Receiver,WR,Georgia,Bulldogs,UGA,http://insider.espn.com/nfl/draft/player/_/id/101734,6.0,224.0,7.0,False,,Chicago Bears,CHI,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/chi.png,3ae2eea9cd0999a1b1481c561a8211e3,215.0,75.0,32.0,258.0,42.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/101734.png,2018.0,Georgia,WR,74.88,215.0,9.25,31.5,,4.53,,33.5,113.0,4.57,7.0,,11951,4035019,Georgia,62.0,31.0,45.0,17.0,910.0,455.0,720.0,190.0,16.0,4.0,7.0,1.0,27.2,13.6,16.0,11.2,89.0,44.5,51.0,38.0
31,2018,101762,Richie James,Wide Receiver,WR,Middle Tennessee,Blue Raiders,MTSU,http://insider.espn.com/nfl/draft/player/_/id/101762,22.0,240.0,7.0,True,From KC,San Francisco 49ers,SF,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/sf.png,5c36eee3481501dc0fce261e05d742da,185.0,70.0,41.0,,30.0,,2018.0,Middle Tennessee State,WR,70.13,183.0,9.25,31.25,,4.48,6.0,35.5,122.0,4.16,6.87,11.44,12371,3122899,Middle Tennessee,244.0,81.33333333333333,108.0,31.0,3261.0,1087.0,1625.0,290.0,46.0,7.666666666666667,12.0,3.0,37.4,12.466666666666669,15.5,9.4,156.0,52.0,69.0,31.0
32,2018,101584,Allen Lazard,Wide Receiver,WR,Iowa State,Cyclones,ISU,http://insider.espn.com/nfl/draft/player/_/id/101584,,,,,,,,,efb9e1096a5237da142491a8b1dbdbea,225.0,77.0,13.0,109.0,69.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/101584.png,2018.0,Iowa State,WR,76.63,227.0,9.75,32.25,,4.55,17.0,38.0,122.0,4.37,7.22,,12856,3128390,Iowa State,241.0,60.25,71.0,45.0,3360.0,840.0,1018.0,593.0,52.0,6.5,10.0,3.0,55.7,13.925,14.8,13.2,225.0,56.25,74.0,36.0
33,2018,101648,Deontay Burnett,Wide Receiver,WR,USC,Trojans,USC,http://insider.espn.com/nfl/draft/player/_/id/101648,,,,,,,,,342c62aaa396efef9b3577e61e47259a,186.0,71.625,24.0,205.0,52.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/101648.png,2018.0,Southern California,WR,71.63,186.0,8.63,31.5,,,,,,,,,13696,3932935,USC,152.0,50.66666666666666,86.0,10.0,1897.0,632.3333333333334,1114.0,161.0,32.0,6.4,9.0,0.0,40.2,13.4,16.1,11.1,116.0,38.66666666666666,42.0,34.0
